indicator_id,indicator_name,region,zone,woreda,fiscal_year,count_value,eligible_pop,share,source
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,73987,103571,0.15,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,89010,106161,0.15,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,98927,108815,0.15,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,52299,111535,0.15,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,111535,111535,0.15,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,73378,106689,0.15,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,81303,109356,0.15,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,81068,112090,0.15,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,97178,114893,0.15,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,105870,117765,0.15,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,53285,120709,0.15,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,120709,120709,0.15,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,0,38465,0.15,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,0,39427,0.15,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,0,40412,0.15,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,6,41423,0.15,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,19,42458,0.15,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,21,43520,0.15,woreda_split
14,Proportion of girls (14yo) who received HPV1,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,2611,43520,0.15,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2011,1126,72549,0.15,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2012,1036,74362,0.15,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2013,1018,76221,0.15,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2014,838,78127,0.15,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2015,730,80080,0.15,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2016,259,82082,0.15,woreda_split
15,Proportion of neonatal death in the institution,Amhara,Amhara Zone 2 (synthetic demo),Amhara Z2 Woreda 2 (synthetic demo),EFY2017,492,82082,0.15,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,263978,392787,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,314106,402607,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,340084,412672,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,404201,422989,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,455242,433564,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,221515,444403,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,444403,444403,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,255961,364114,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,277427,373217,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,280166,382547,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,338045,392111,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,369945,401914,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,189617,411961,0.3,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,407842,411961,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,230274,364114,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,272709,373217,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,276058,382547,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,350992,392111,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,373702,401914,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,204557,411961,0.3,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,411961,411961,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,260007,364114,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,307668,373217,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,300022,382547,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,369268,392111,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,387708,401914,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,208342,411961,0.3,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,411961,411961,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,248459,364114,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,284076,373217,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,265658,382547,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,335553,392111,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,378324,401914,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,193520,411961,0.3,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,411961,411961,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,213330,364114,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,247311,373217,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,231570,382547,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,301658,392111,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,333265,401914,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,170788,411961,0.3,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,379005,411961,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,238721,364114,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,276287,373217,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,275394,382547,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,350183,392111,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,381652,401914,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,207281,411961,0.3,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,411961,411961,0.3,woreda_split
10,Proportion of infants fully immunized,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,215768,364114,0.3,woreda_split
10,Proportion of infants fully immunized,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,258270,373217,0.3,woreda_split
10,Proportion of infants fully immunized,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,258326,382547,0.3,woreda_split
10,Proportion of infants fully immunized,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,318629,392111,0.3,woreda_split
10,Proportion of infants fully immunized,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,343202,401914,0.3,woreda_split
10,Proportion of infants fully immunized,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,184091,411961,0.3,woreda_split
10,Proportion of infants fully immunized,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,395483,411961,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,298118,364114,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,323759,373217,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,333350,382547,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,374867,392111,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,393874,401914,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,205225,411961,0.3,woreda_split
11,Proportion of surviving infants who received two doses of Rotavirus vaccine,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,411961,411961,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,259063,392787,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,311032,402607,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,307540,412672,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,391761,422989,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,429490,433564,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,208617,444403,0.3,woreda_split
12,Proportion of infants protected at birth against neonatal tetanus (PAB),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,444403,444403,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,0,138211,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,0,141667,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,0,145208,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,131,148839,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,403,152559,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,439,156373,0.3,woreda_split
14,Proportion of girls (14yo) who received HPV1,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,10946,156373,0.3,woreda_split
15,Proportion of neonatal death in the institution,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2011,2614,298518,0.3,woreda_split
15,Proportion of neonatal death in the institution,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2012,2419,305981,0.3,woreda_split
15,Proportion of neonatal death in the institution,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2013,2514,313631,0.3,woreda_split
15,Proportion of neonatal death in the institution,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2014,1994,321472,0.3,woreda_split
15,Proportion of neonatal death in the institution,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2015,1763,329508,0.3,woreda_split
15,Proportion of neonatal death in the institution,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2016,702,337746,0.3,woreda_split
15,Proportion of neonatal death in the institution,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 1 (synthetic demo),EFY2017,1013,337746,0.3,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2011,219982,327323,0.25,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2012,261755,335506,0.25,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2013,283403,343894,0.25,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2014,336834,352491,0.25,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2015,379368,361303,0.25,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2016,184596,370336,0.25,woreda_split
1,Proportion of surviving infants who received 1st dose of Penta,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2017,370336,370336,0.25,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2011,213301,303428,0.25,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2012,231190,311014,0.25,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2013,233472,318789,0.25,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2014,281704,326759,0.25,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2015,308288,334928,0.25,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2016,158014,343301,0.25,woreda_split
2,Proportion of surviving infants who received OPV3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2017,339868,343301,0.25,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2011,191895,303428,0.25,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2012,227258,311014,0.25,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2013,230049,318789,0.25,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2014,292493,326759,0.25,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2015,311418,334928,0.25,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2016,170464,343301,0.25,woreda_split
3,Proportion of surviving infants who received IPV,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2017,343301,343301,0.25,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2011,216672,303428,0.25,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2012,256390,311014,0.25,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2013,250018,318789,0.25,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2014,307724,326759,0.25,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2015,323090,334928,0.25,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2016,173618,343301,0.25,woreda_split
4,Proportion of surviving infants vaccinated for Penta-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2017,343301,343301,0.25,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2011,207050,303428,0.25,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2012,236730,311014,0.25,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2013,221381,318789,0.25,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2014,279628,326759,0.25,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2015,315270,334928,0.25,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2016,161267,343301,0.25,woreda_split
6,Proportion of surviving infants vaccinated for measles (MCV1),Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2017,343301,343301,0.25,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2011,177775,303428,0.25,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2012,206092,311014,0.25,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2013,192975,318789,0.25,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2014,251382,326759,0.25,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2015,277721,334928,0.25,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2016,142323,343301,0.25,woreda_split
7,Proportion of surviving infants who received MCV2,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2017,315837,343301,0.25,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2011,198934,303428,0.25,woreda_split
9,Proportion of surviving infants vaccinated for PCV-3,Oromia,Oromia Zone 1 (synthetic demo),Oromia Z1 Woreda 2 (synthetic demo),EFY2012,230239,311014,0.25,woreda_split
